77;78;200000;50000;9000;40000;01/02/2024;1
78;78;200000;50000;15000;24000;01/03/2024;1
79;78;200000;50000;6000;16000;01/04/2024;1
80;78;200000;50000;18000;48000;01/05/2024;1
81;79;200000;50000;12000;32000;01/01/2024;1
82;79;200000;50000;9000;40000;01/02/2024;1
83;79;200000;50000;15000;24000;01/03/2024;1
84;80;200000;50000;6000;16000;01/06/2024;1
85;80;200000;50000;18000;48000;01/07/2024;1
86;80;200000;50000;12000;32000;01/08/2024;1
87;80;200000;50000;9000;40000;01/09/2024;1
88;80;200000;50000;15000;24000;01/10/2024;1
89;80;200000;50000;6000;16000;01/11/2024;1
90;81;200000;50000;18000;48000;01/03/2024;1
91;81;200000;50000;12000;32000;01/04/2024;1
92;81;200000;50000;9000;40000;01/05/2024;1
93;82;200000;50000;15000;24000;01/04/2024;1
94;82;200000;50000;6000;16000;01/05/2024;1
95;82;200000;50000;18000;48000;01/06/2024;1
96;83;200000;50000;12000;32000;01/08/2024;1
97;83;200000;50000;9000;40000;01/09/2024;1
98;83;200000;50000;15000;24000;01/10/2024;1
99;84;200000;50000;6000;16000;01/02/2024;1
100;84;200000;50000;18000;48000;01/03/2024;1
101;85;200000;50000;12000;32000;01/10/2024;1
102;85;200000;50000;9000;40000;01/11/2024;1
103;85;200000;50000;15000;24000;01/12/2024;1
104;86;200000;50000;6000;16000;01/03/2024;1
105;86;200000;50000;18000;48000;01/04/2024;1
106;86;200000;50000;12000;32000;01/05/2024;1
107;86;200000;50000;9000;40000;01/06/2024;1
108;86;200000;50000;15000;24000;01/07/2024;1
109;86;200000;50000;6000;16000;01/08/2024;1
110;87;200000;50000;18000;48000;01/05/2024;1
111;87;200000;50000;12000;32000;01/06/2024;1
112;87;200000;50000;9000;40000;01/07/2024;1
113;88;200000;50000;15000;24000;01/06/2024;1
114;88;200000;50000;6000;16000;01/07/2024;1
115;88;200000;50000;18000;48000;01/08/2024;1
116;89;200000;50000;12000;32000;01/04/2024;1
117;89;200000;50000;9000;40000;01/05/2024;1
118;89;200000;50000;15000;24000;01/06/2024;1
119;89;200000;50000;6000;16000;01/07/2024;1
120;89;200000;50000;18000;48000;01/08/2024;1
121;89;200000;50000;12000;32000;01/09/2024;1
122;90;200000;50000;9000;40000;01/02/2024;1
123;90;200000;50000;15000;24000;01/03/2024;1
124;90;200000;50000;6000;16000;01/04/2024;1
125;91;200000;50000;18000;48000;01/07/2024;1
126;91;200000;50000;12000;32000;01/08/2024;1
127;91;200000;50000;9000;40000;01/09/2024;1
128;92;200000;50000;15000;24000;01/09/2024;1
129;92;200000;50000;6000;16000;01/10/2024;1
130;92;200000;50000;18000;48000;01/11/2024;1
131;93;200000;50000;12000;32000;01/03/2024;1
132;93;200000;50000;9000;40000;01/04/2024;1
133;93;200000;50000;15000;24000;01/05/2024;1
134;93;200000;50000;6000;16000;01/06/2024;1
135;93;200000;50000;18000;48000;01/07/2024;1
136;93;200000;50000;12000;32000;01/08/2024;1
137;94;200000;50000;9000;40000;01/04/2024;1
138;94;200000;50000;15000;24000;01/05/2024;1
139;94;200000;50000;6000;16000;01/06/2024;1
140;95;200000;50000;18000;48000;01/09/2024;1
141;95;200000;50000;12000;32000;01/10/2024;1
142;95;200000;50000;9000;40000;01/11/2024;1
143;96;200000;50000;15000;24000;01/05/2024;1
144;96;200000;50000;6000;16000;01/06/2024;1
145;96;200000;50000;18000;48000;01/07/2024;1
146;97;200000;50000;12000;32000;01/06/2024;1
147;97;200000;50000;9000;40000;01/07/2024;1
148;97;200000;50000;15000;24000;01/08/2024;1
149;98;200000;50000;6000;16000;01/10/2024;1
150;98;200000;50000;18000;48000;01/11/2024;1
151;98;200000;50000;12000;32000;01/12/2024;1
152;99;200000;50000;9000;40000;01/02/2024;1
153;99;200000;50000;15000;24000;01/03/2024;1
154;99;200000;50000;6000;16000;01/04/2024;1
155;99;200000;50000;18000;48000;01/05/2024;1
156;99;200000;50000;12000;32000;01/06/2024;1
157;99;200000;50000;9000;40000;01/07/2024;1
158;100;200000;50000;15000;24000;01/05/2024;1
159;100;200000;50000;6000;16000;01/06/2024;1
160;100;200000;50000;18000;48000;01/07/2024;1
161;101;200000;50000;12000;32000;01/12/2023;1
162;101;200000;50000;9000;40000;01/01/2024;1
163;101;200000;50000;15000;24000;01/02/2024;1
164;101;200000;50000;6000;16000;01/03/2024;1
165;101;200000;50000;18000;48000;01/04/2024;1
166;101;200000;50000;12000;32000;01/05/2024;1
167;102;200000;50000;9000;40000;01/03/2024;1
168;102;200000;50000;15000;24000;01/04/2024;1
169;102;200000;50000;6000;16000;01/05/2024;1
170;103;200000;50000;18000;48000;01/08/2024;1
171;103;200000;50000;12000;32000;01/09/2024;1
172;103;200000;50000;9000;40000;01/10/2024;1
173;104;200000;50000;15000;24000;01/01/2024;1
174;104;200000;50000;6000;16000;01/02/2024;1
175;104;200000;50000;18000;48000;01/03/2024;1
176;104;200000;50000;12000;32000;01/04/2024;1
177;104;200000;50000;9000;40000;01/05/2024;1
178;104;200000;50000;15000;24000;01/06/2024;1
179;105;200000;50000;6000;16000;01/04/2024;1
180;105;200000;50000;18000;48000;01/05/2024;1
181;105;200000;50000;12000;32000;01/06/2024;1
182;106;200000;50000;9000;40000;01/06/2024;1
183;106;200000;50000;15000;24000;01/07/2024;1
184;106;200000;50000;6000;16000;01/08/2024;1
185;106;200000;50000;18000;48000;01/09/2024;1
186;106;200000;50000;12000;32000;01/10/2024;1
187;106;200000;50000;9000;40000;01/11/2024;1
188;107;200000;50000;15000;24000;01/09/2024;1
189;107;200000;50000;6000;16000;01/10/2024;1
190;107;200000;50000;18000;48000;01/11/2024;1
191;108;200000;50000;12000;32000;01/03/2024;1
192;108;200000;50000;9000;40000;01/04/2024;1
193;108;200000;50000;15000;24000;01/05/2024;1
194;109;200000;50000;6000;16000;01/05/2024;1
195;109;200000;50000;18000;48000;01/06/2024;1
196;109;200000;50000;12000;32000;01/07/2024;1
197;110;200000;50000;9000;40000;01/10/2024;1
198;110;200000;50000;15000;24000;01/11/2024;1
199;110;200000;50000;6000;16000;01/12/2024;1
200;111;200000;50000;18000;48000;01/02/2024;1
201;111;200000;50000;12000;32000;01/03/2024;1
202;111;200000;50000;9000;40000;01/04/2024;1
203;112;200000;50000;15000;24000;01/04/2024;1
204;112;200000;50000;6000;16000;01/05/2024;1
205;112;200000;50000;18000;48000;01/06/2024;1
206;112;200000;50000;12000;32000;01/07/2024;1
207;112;200000;50000;9000;40000;01/08/2024;1
208;112;200000;50000;15000;24000;01/09/2024;1
209;113;200000;50000;6000;16000;01/06/2024;1
210;113;200000;50000;18000;48000;01/07/2024;1
211;113;200000;50000;12000;32000;01/08/2024;1
212;114;200000;50000;9000;40000;01/07/2024;1
213;114;200000;50000;15000;24000;01/08/2024;1
214;114;200000;50000;6000;16000;01/09/2024;1
215;115;200000;50000;18000;48000;01/09/2024;1
216;115;200000;50000;12000;32000;01/10/2024;1
217;115;200000;50000;9000;40000;01/11/2024;1
218;116;200000;50000;15000;24000;01/03/2024;1
219;116;200000;50000;6000;16000;01/04/2024;1
220;116;200000;50000;18000;48000;01/05/2024;1
221;116;200000;50000;12000;32000;01/06/2024;1
222;116;200000;50000;9000;40000;01/07/2024;1
223;116;200000;50000;15000;24000;01/08/2024;1
224;117;200000;50000;6000;16000;01/05/2024;1
225;117;200000;50000;18000;48000;01/06/2024;1
226;117;200000;50000;12000;32000;01/07/2024;1
227;118;200000;50000;9000;40000;01/10/2024;1
228;118;200000;50000;15000;24000;01/11/2024;1
229;118;200000;50000;6000;16000;01/12/2024;1
230;119;200000;50000;18000;48000;01/11/2024;1
231;119;200000;50000;12000;32000;01/12/2024;1
232;120;200000;50000;9000;40000;01/04/2024;1
233;120;200000;50000;15000;24000;01/05/2024;1
234;120;200000;50000;6000;16000;01/06/2024;1
235;121;200000;50000;18000;48000;01/06/2024;1
236;121;200000;50000;12000;32000;01/07/2024;1
237;121;200000;50000;9000;40000;01/08/2024;1
238;121;200000;50000;15000;24000;01/09/2024;1
239;121;200000;50000;6000;16000;01/10/2024;1
240;121;200000;50000;18000;48000;01/11/2024;1
241;122;200000;50000;12000;32000;01/08/2024;1
242;122;200000;50000;9000;40000;01/09/2024;1
243;122;200000;50000;15000;24000;01/10/2024;1
244;123;200000;50000;6000;16000;01/10/2024;1
245;123;200000;50000;18000;48000;01/11/2024;1
246;123;200000;50000;12000;32000;01/12/2024;1
247;124;200000;50000;9000;40000;01/12/2023;1
248;124;200000;50000;15000;24000;01/01/2024;1
249;124;200000;50000;6000;16000;01/02/2024;1
250;124;200000;50000;18000;48000;01/03/2024;1
251;124;200000;50000;12000;32000;01/04/2024;1
252;124;200000;50000;9000;40000;01/05/2024;1
253;125;200000;50000;15000;24000;01/02/2024;1
254;125;200000;50000;6000;16000;01/03/2024;1
255;125;200000;50000;18000;48000;01/04/2024;1
256;126;200000;50000;12000;32000;01/07/2024;1
257;126;200000;50000;9000;40000;01/08/2024;1
258;126;200000;50000;15000;24000;01/09/2024;1
259;126;200000;50000;6000;16000;01/10/2024;1
260;126;200000;50000;18000;48000;01/11/2024;1
261;126;200000;50000;12000;32000;01/12/2024;1
262;127;200000;50000;9000;40000;01/05/2024;1
263;127;200000;50000;15000;24000;01/06/2024;1
264;127;200000;50000;6000;16000;01/07/2024;1
265;128;200000;50000;18000;48000;01/06/2024;1
266;128;200000;50000;12000;32000;01/07/2024;1
267;128;200000;50000;9000;40000;01/08/2024;1
268;129;200000;50000;15000;24000;01/10/2024;1
269;129;200000;50000;6000;16000;01/11/2024;1
270;129;200000;50000;18000;48000;01/12/2024;1
271;130;200000;50000;12000;32000;01/02/2024;1
272;130;200000;50000;9000;40000;01/03/2024;1
273;130;200000;50000;15000;24000;01/04/2024;1
274;131;200000;50000;6000;16000;01/03/2024;1
275;131;200000;50000;18000;48000;01/04/2024;1
276;131;200000;50000;12000;32000;01/05/2024;1
277;131;200000;50000;9000;40000;01/06/2024;1
278;131;200000;50000;15000;24000;01/07/2024;1
279;131;200000;50000;6000;16000;01/08/2024;1
280;132;200000;50000;18000;48000;01/05/2024;1
281;132;200000;50000;12000;32000;01/06/2024;1
282;132;200000;50000;9000;40000;01/07/2024;1
283;133;200000;50000;15000;24000;01/07/2024;1
284;133;200000;50000;6000;16000;01/08/2024;1
285;133;200000;50000;18000;48000;01/09/2024;1
286;134;200000;50000;12000;32000;01/04/2024;1
287;134;200000;50000;9000;40000;01/05/2024;1
288;134;200000;50000;15000;24000;01/06/2024;1
289;134;200000;50000;6000;16000;01/07/2024;1
290;134;200000;50000;18000;48000;01/08/2024;1
291;134;200000;50000;12000;32000;01/09/2024;1
292;135;200000;50000;9000;40000;01/06/2024;1
293;135;200000;50000;15000;24000;01/07/2024;1
294;135;200000;50000;6000;16000;01/08/2024;1
295;136;200000;50000;18000;48000;01/08/2024;1
296;136;200000;50000;12000;32000;01/09/2024;1
297;136;200000;50000;9000;40000;01/10/2024;1
298;137;200000;50000;15000;24000;01/03/2024;1
299;137;200000;50000;6000;16000;01/04/2024;1
300;137;200000;50000;18000;48000;01/05/2024;1
301;1;200000;50000;12000;32000;01/09/2025;1
302;1;200000;50000;9000;40000;01/10/2025;1
303;1;200000;50000;15000;24000;01/11/2025;1
304;2;200000;50000;6000;16000;01/10/2025;1
305;2;200000;50000;18000;48000;01/11/2025;0
306;3;200000;50000;12000;32000;01/11/2025;0
307;4;200000;50000;9000;40000;01/08/2025;1
308;4;200000;50000;15000;24000;01/09/2025;1
309;4;200000;50000;6000;16000;01/10/2025;1
310;4;200000;50000;18000;48000;01/11/2025;0
311;5;200000;50000;12000;32000;01/10/2025;1
312;5;200000;50000;9000;40000;01/11/2025;0
313;7;200000;50000;6000;16000;01/09/2025;1
314;7;200000;50000;18000;48000;01/10/2025;1
315;7;200000;50000;12000;32000;01/11/2025;0
316;8;200000;50000;9000;40000;01/11/2025;0
317;9;200000;50000;15000;24000;01/10/2025;1
318;9;200000;50000;6000;16000;01/11/2025;0
319;10;200000;50000;18000;48000;01/08/2025;1
320;10;200000;50000;12000;32000;01/09/2025;1
321;10;200000;50000;9000;40000;01/10/2025;1
322;10;200000;50000;15000;24000;01/11/2025;0
323;11;200000;50000;6000;16000;01/11/2025;1
324;13;200000;50000;12000;32000;01/10/2025;1
325;13;200000;50000;9000;40000;01/11/2025;0
326;14;200000;50000;15000;24000;01/11/2025;0
327;15;200000;50000;6000;16000;01/09/2025;1
328;15;200000;50000;18000;48000;01/10/2025;1
329;15;200000;50000;12000;32000;01/11/2025;0
330;16;200000;50000;9000;40000;01/08/2025;1
331;16;200000;50000;15000;24000;01/09/2025;1
332;16;200000;50000;6000;16000;01/10/2025;1
333;16;200000;50000;18000;48000;01/11/2025;0
334;17;200000;50000;12000;32000;01/10/2025;1
335;17;200000;50000;9000;40000;01/11/2025;0
336;19;200000;50000;6000;16000;01/09/2025;1
337;19;200000;50000;18000;48000;01/10/2025;1
338;19;200000;50000;12000;32000;01/11/2025;0
339;20;200000;50000;9000;40000;01/11/2025;0
340;21;200000;50000;15000;24000;01/10/2025;1
341;21;200000;50000;6000;16000;01/11/2025;0
342;23;200000;50000;12000;32000;01/08/2025;1
343;23;200000;50000;9000;40000;01/09/2025;1
344;23;200000;50000;15000;24000;01/10/2025;1
345;23;200000;50000;6000;16000;01/11/2025;0
346;24;200000;50000;18000;48000;01/11/2025;0
347;25;200000;50000;12000;32000;01/09/2025;1
348;25;200000;50000;9000;40000;01/10/2025;1
349;25;200000;50000;15000;24000;01/11/2025;0
350;26;200000;50000;6000;16000;01/10/2025;1
351;26;200000;50000;18000;48000;01/11/2025;0
352;28;200000;50000;9000;40000;01/11/2025;0
353;29;200000;50000;15000;24000;01/09/2025;1
354;29;200000;50000;6000;16000;01/10/2025;1
355;29;200000;50000;18000;48000;01/11/2025;0
356;30;200000;50000;12000;32000;01/10/2025;1
357;30;200000;50000;9000;40000;01/11/2025;0
358;31;200000;50000;15000;24000;01/08/2025;1
359;31;200000;50000;6000;16000;01/09/2025;1
360;31;200000;50000;18000;48000;01/10/2025;1
361;31;200000;50000;12000;32000;01/11/2025;0
362;32;200000;50000;9000;40000;01/11/2025;0
363;34;200000;50000;6000;16000;01/10/2025;1
364;34;200000;50000;18000;48000;01/11/2025;0
365;35;200000;50000;12000;32000;01/11/2025;0
366;36;200000;50000;9000;40000;01/09/2025;1
367;36;200000;50000;15000;24000;01/10/2025;1
368;36;200000;50000;6000;16000;01/11/2025;0
369;37;200000;50000;18000;48000;01/10/2025;1
370;37;200000;50000;12000;32000;01/11/2025;0
371;38;200000;50000;9000;40000;01/11/2025;0
372;39;200000;50000;15000;24000;01/08/2025;1
373;39;200000;50000;6000;16000;01/09/2025;1
374;39;200000;50000;18000;48000;01/10/2025;1
375;39;200000;50000;12000;32000;01/11/2025;0
376;41;200000;50000;15000;24000;01/09/2025;1
377;41;200000;50000;6000;16000;01/10/2025;1
378;41;200000;50000;18000;48000;01/11/2025;0
379;42;200000;50000;12000;32000;01/11/2025;0
380;43;200000;50000;9000;40000;01/10/2025;1
381;43;200000;50000;15000;24000;01/11/2025;0
382;45;200000;50000;18000;48000;01/09/2025;1
383;45;200000;50000;12000;32000;01/10/2025;1
384;45;200000;50000;9000;40000;01/11/2025;0
385;46;200000;50000;15000;24000;01/10/2025;1
386;46;200000;50000;6000;16000;01/11/2025;0
387;47;200000;50000;18000;48000;01/11/2025;0
388;49;200000;50000;9000;40000;01/08/2025;1
389;49;200000;50000;15000;24000;01/09/2025;1
390;49;200000;50000;6000;16000;01/10/2025;1
391;49;200000;50000;18000;48000;01/11/2025;0
392;50;200000;50000;12000;32000;01/10/2025;1
393;50;200000;50000;9000;40000;01/11/2025;0
394;51;200000;50000;15000;24000;01/11/2025;0
395;53;200000;50000;18000;48000;01/09/2025;1
396;53;200000;50000;12000;32000;01/10/2025;1
397;53;200000;50000;9000;40000;01/11/2025;0
398;54;200000;50000;15000;24000;01/11/2025;0
399;55;200000;50000;6000;16000;01/10/2025;1
400;55;200000;50000;18000;48000;01/11/2025;0
401;57;200000;50000;9000;40000;01/09/2025;1
402;57;200000;50000;15000;24000;01/10/2025;1
403;57;200000;50000;6000;16000;01/11/2025;0
404;58;200000;50000;18000;48000;01/10/2025;1
405;58;200000;50000;12000;32000;01/11/2025;0
